SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalPrice
18714,49661,48355,2025-01-09,4,543.36
18715,10438,1443,2024-02-04,4,922.88
18716,15038,10259,2024-08-13,2,247.24
18717,28651,23507,2023-12-03,5,2305.85
18718,8451,4815,2025-04-15,2,525.84
18719,26099,7979,2025-06-05,4,1792.76
18720,15186,32519,2023-12-13,2,296.3
18721,6860,9364,2024-09-28,2,567.98
18722,8575,20380,2023-10-29,3,1345.17
18723,10888,32468,2024-01-20,1,97.67
18724,27259,29591,2023-07-22,5,1168.5
18725,25600,46609,2023-07-21,2,543.24
18726,44424,33907,2023-10-27,2,173.36
18727,10250,29531,2024-07-17,3,299.37
18728,7560,26905,2023-08-26,3,474.75
18729,27250,49612,2024-11-10,5,290.05
18730,7934,2815,2024-07-13,2,750.28
18731,22644,30051,2025-03-02,3,723.21
18732,37180,10830,2024-05-11,2,307.12
18733,46895,45,2024-06-04,1,229.31
18734,20316,41613,2024-12-21,3,511.8
18735,16856,19745,2024-09-03,3,713.46
18736,43058,47680,2024-07-08,4,285.08
18737,17208,11246,2024-10-31,5,764.2
18738,6872,27245,2024-12-09,3,137.61
18739,6789,40064,2023-08-17,3,695.37
18740,24222,34402,2025-04-02,1,249.7
18741,6031,26061,2023-08-16,1,273.69
18742,41024,15497,2024-05-25,2,273.76
18743,30682,35115,2023-06-22,2,864.96
18744,25868,10554,2025-02-16,5,922.8
18745,7617,44529,2025-01-30,5,1515.35
18746,1844,26860,2025-04-15,4,1415.64
18747,31618,38925,2024-04-23,1,487.49
18748,24279,41103,2024-09-18,3,688.05
18749,21933,21470,2023-09-18,1,221.5
18750,34707,24818,2024-04-11,5,1384.75
18751,37213,35392,2025-04-27,3,1260.48
18752,17451,28017,2024-06-26,1,496.86
18753,31019,15373,2025-05-07,2,172.98
18754,32461,10269,2024-10-10,5,478.85
18755,34804,13763,2025-02-15,5,1777.0
18756,35624,34926,2023-12-18,3,756.12
18757,21611,49824,2023-12-27,2,681.18
18758,44827,25107,2023-07-13,2,385.34
18759,9224,9327,2024-10-16,3,846.51
18760,26606,7338,2024-04-02,4,1231.68
18761,48596,25946,2025-03-29,4,168.4
18762,45161,45127,2024-10-04,3,423.03
18763,16805,37225,2024-12-22,1,118.78
18764,17916,12768,2024-12-11,1,197.73
18765,12335,40166,2024-03-18,5,2442.1
18766,12004,32468,2025-06-05,4,390.68
18767,27177,7185,2024-08-13,5,161.9
18768,36345,6663,2024-03-29,5,2163.85
18769,4699,38615,2024-10-23,4,1897.24
18770,32991,39387,2024-07-10,2,373.08
18771,12437,11724,2024-09-29,2,230.82
18772,3164,18091,2023-11-01,3,1335.63
18773,19336,5120,2024-05-09,1,498.5
18774,14968,15614,2025-03-04,3,1066.89
18775,29111,8088,2024-06-13,5,1555.6
18776,1967,36992,2024-08-29,1,280.16
18777,13470,26324,2024-02-25,2,244.38
18778,42550,48159,2024-12-25,4,1187.56
18779,45903,17012,2024-05-17,3,1387.17
18780,33674,22701,2024-11-20,2,888.6
18781,32005,21912,2023-12-06,1,499.27
18782,4088,2760,2025-06-17,5,381.15
18783,2089,37759,2025-02-05,1,250.99
18784,24587,41705,2024-04-14,3,1147.92
18785,33488,49747,2024-01-14,2,716.88
18786,5513,41517,2023-09-18,4,1150.44
18787,38151,27532,2025-03-01,2,383.92
18788,38550,9347,2024-08-01,3,202.62
18789,36243,40885,2023-10-14,4,708.84
18790,2777,18711,2024-11-11,1,215.45
18791,22294,34578,2025-06-12,5,100.55
18792,23808,14443,2025-01-13,1,244.85
18793,33314,15695,2025-04-11,3,969.96
18794,27355,32749,2023-10-25,1,63.64
18795,22755,17000,2023-08-25,2,842.26
18796,32587,42211,2024-04-13,2,902.38
18797,2997,21083,2024-10-22,1,401.42
18798,48199,80,2025-02-06,4,862.52
18799,34744,8952,2023-06-21,5,539.15
18800,49538,16315,2025-02-13,3,170.79
18801,36434,8966,2023-07-29,4,572.44
18802,9640,32857,2025-04-16,5,1691.65
18803,23663,14126,2024-02-26,2,451.92
18804,39765,27282,2024-01-19,5,1584.85
18805,44660,15751,2024-10-23,4,501.92
18806,48863,5499,2023-06-23,2,706.76
18807,10422,8178,2024-05-19,4,652.76
18808,25175,4602,2023-07-14,2,859.36
18809,5298,48759,2023-10-08,2,583.6
18810,43949,30191,2024-02-11,4,237.76
18811,34517,1784,2025-06-09,1,39.16
18812,21276,45332,2025-05-28,1,442.2
18813,35267,20114,2024-03-29,4,311.0
18814,45405,37370,2024-02-08,3,980.46
18815,13151,1501,2025-01-26,1,415.76
18816,49697,38959,2025-01-08,3,724.92
18817,23691,41366,2025-03-23,5,544.15
18818,42121,46445,2024-07-16,5,550.45
18819,9373,48154,2023-12-20,5,1458.15
18820,17448,2411,2024-07-26,2,341.32
18821,6695,11215,2025-05-06,4,635.88
18822,49642,2418,2024-06-12,5,2164.95
18823,47272,41881,2024-12-28,1,326.54
18824,30197,22836,2023-12-13,5,681.9
18825,14997,14102,2023-06-26,4,150.08
18826,38723,21906,2025-03-30,4,210.8
18827,1571,29846,2024-07-30,2,876.0
18828,30791,3000,2024-10-25,3,1262.19
18829,11013,40485,2024-09-13,2,988.66
18830,22327,7757,2025-06-07,2,667.12
18831,20534,33763,2024-04-20,1,226.89
18832,36291,26161,2025-04-06,2,678.0
18833,16499,40441,2025-02-04,4,442.24
18834,24470,31206,2024-04-24,5,248.1
18835,36212,38302,2024-12-16,2,973.46
18836,45675,41604,2025-04-20,3,600.78
18837,27300,13158,2025-06-02,5,901.35
18838,27116,45163,2024-08-13,1,45.57
18839,21329,534,2024-05-26,4,704.16
18840,45868,9630,2025-01-21,2,867.86
18841,46227,25712,2024-08-07,4,368.4
18842,30997,30569,2023-10-18,5,49.65
18843,23437,11394,2023-11-16,1,98.45
18844,39982,14329,2025-01-16,3,1189.41
18845,9888,40063,2024-08-06,5,686.3
18846,8961,35111,2025-06-14,5,1081.25
18847,27941,23670,2025-05-12,4,589.36
18848,21060,25037,2023-07-04,4,1925.12
18849,38019,29049,2024-01-17,3,1450.95
18850,23421,14484,2024-09-05,2,132.54
18851,35212,7569,2023-08-05,1,405.0
18852,28687,37808,2023-06-30,3,763.98
18853,48062,30494,2025-04-12,4,1830.88
18854,15552,42934,2024-10-19,2,98.58
18855,33991,20808,2024-07-09,1,352.12
18856,28773,23979,2024-03-18,2,974.4
18857,37322,9831,2025-03-08,4,99.0
18858,3760,14772,2024-10-19,2,167.66
18859,42828,27040,2024-01-29,5,1559.15
18860,7069,16847,2024-04-24,4,928.04
18861,15107,23030,2024-04-11,5,302.65
18862,28060,45351,2024-10-07,1,233.61
18863,34912,22957,2024-08-27,3,747.63
18864,30620,33643,2024-12-03,4,1250.4
18865,6888,4468,2025-05-31,2,257.1
18866,16870,36093,2024-06-05,1,480.09
18867,12436,23100,2025-06-11,3,158.52
18868,20070,1452,2023-09-15,4,713.24
18869,49215,22977,2024-08-08,4,268.56
18870,35525,32127,2024-02-11,1,6.05
18871,8223,43542,2025-02-23,4,743.2
18872,5425,26928,2024-08-09,4,414.96
18873,15557,41244,2023-11-09,1,435.69
18874,21928,26571,2024-03-04,3,1157.7
18875,6752,16694,2024-11-28,3,44.43
18876,40599,45551,2023-12-19,2,273.3
18877,8063,17594,2024-11-08,4,1967.44
18878,41640,40481,2025-06-11,5,2234.4
18879,10356,45827,2024-11-02,4,818.8
18880,18283,33458,2025-03-15,3,424.92
18881,20704,43401,2025-03-27,5,148.75
18882,32177,15694,2024-08-05,5,1008.05
18883,12755,24663,2024-02-02,2,720.46
18884,35201,2018,2023-07-05,5,1602.15
18885,619,10802,2025-01-05,2,942.76
18886,31759,32200,2025-02-03,4,1062.12
18887,26601,83,2023-07-31,4,70.44
18888,6128,18844,2025-02-06,2,951.98
18889,37285,30738,2023-09-15,3,741.45
18890,32885,44227,2024-11-07,4,1070.4
18891,7415,29565,2024-06-03,3,227.64
18892,28260,25258,2024-07-03,2,929.3
18893,2233,27318,2024-09-01,3,660.6
18894,21311,35337,2023-09-16,3,1177.65
18895,25838,12278,2024-03-26,5,591.45
18896,11604,18406,2023-06-28,5,1471.85
18897,18534,24321,2024-04-04,4,139.28
18898,3263,4644,2023-11-18,3,1307.88
18899,10418,49417,2024-01-30,2,285.72
18900,29612,30319,2023-11-10,4,599.96
18901,38794,39028,2024-12-08,2,621.38
18902,48331,22171,2023-07-22,4,1037.6
18903,13696,40027,2024-12-10,3,439.26
18904,18923,21675,2024-06-04,1,274.36
18905,10900,20984,2025-01-04,3,537.48
18906,25508,21679,2023-07-13,4,1386.8
18907,30623,33558,2025-06-07,5,552.0
18908,9620,48878,2024-04-24,1,294.26
18909,40985,24959,2024-05-17,1,462.09
18910,42491,35326,2025-03-27,1,177.85
18911,45828,9101,2024-09-18,2,691.36
18912,26886,28316,2025-06-03,3,1046.4
18913,1444,20841,2024-03-29,3,353.34
18914,45400,9580,2024-02-26,2,197.06
18915,1428,2170,2023-10-12,3,157.02
18916,48134,40954,2023-10-23,2,363.36
18917,16979,7316,2025-01-30,2,36.9
18918,23660,23033,2025-03-28,1,472.88
18919,4841,49648,2024-01-02,3,683.55
18920,4091,31905,2024-11-24,4,1325.36
18921,37480,39573,2025-01-10,4,293.76
18922,11306,27411,2024-07-19,1,28.77
18923,7670,309,2023-11-18,3,1143.15
18924,34164,49188,2024-04-03,3,89.31
18925,13333,21533,2023-12-30,5,1771.5
18926,45665,25831,2024-09-08,5,319.25
18927,47086,15339,2023-10-06,5,1605.35
18928,46432,31940,2024-03-28,2,898.6
18929,15993,32240,2024-06-08,4,265.76
18930,26944,42787,2025-03-02,3,1133.7
18931,9580,37429,2025-02-02,4,93.36
18932,13093,27808,2024-04-09,2,497.22
18933,28035,47788,2025-04-23,3,1479.06
18934,28769,48733,2024-03-07,3,574.08
18935,43961,22718,2024-05-29,5,701.65
18936,31673,5455,2024-10-19,3,628.92
18937,53,11211,2025-04-08,2,45.16
18938,22344,16595,2024-11-30,1,224.67
18939,4597,42457,2024-10-19,5,354.5
18940,41807,42816,2024-05-22,5,2428.75
18941,24406,3989,2024-10-08,5,671.4
18942,45760,19187,2024-12-23,5,1000.35
18943,6256,41722,2024-02-22,2,588.04
18944,30315,4350,2025-03-13,2,130.88
18945,39639,39169,2023-07-19,4,343.12
18946,448,26369,2023-09-08,4,714.4
18947,42215,31466,2024-04-27,2,146.78
18948,40423,39066,2023-07-15,3,734.61
18949,14366,28148,2024-12-04,1,375.63
18950,14927,21498,2023-10-28,5,97.5
18951,26015,45318,2024-10-06,1,144.04
18952,15753,13715,2025-06-11,2,645.84
18953,49956,30837,2024-08-10,5,2067.1
18954,41159,40091,2024-10-27,1,338.06
18955,14656,28909,2025-05-29,2,282.34
18956,45866,31286,2024-07-20,5,2490.45
18957,49078,43535,2025-04-01,4,24.68
18958,29768,36661,2024-12-08,2,154.66
18959,48968,42942,2024-06-26,1,84.15
18960,24521,37386,2024-11-20,3,1081.53
18961,49246,5453,2024-08-18,1,44.59
18962,32338,18930,2025-01-07,3,398.85
18963,7451,35220,2025-06-03,5,2004.8
18964,33785,47285,2023-10-15,3,468.09
18965,13208,35916,2024-10-03,5,2392.55
18966,35795,15854,2024-07-24,5,2250.7
18967,371,26334,2024-03-06,1,119.27
18968,36042,3297,2025-05-09,5,772.35
18969,2647,46031,2023-10-13,3,311.58
18970,29820,14444,2023-11-22,4,1355.56
18971,23280,43783,2025-04-23,4,1624.88
18972,40673,5610,2024-05-30,3,1198.26
18973,1131,7652,2025-03-11,3,652.59
18974,46944,12028,2024-03-28,3,442.77
18975,37069,15847,2025-01-01,3,551.01
18976,48603,26680,2024-06-30,3,537.18
18977,4687,4630,2025-02-19,3,131.31
18978,8115,14458,2024-09-08,3,653.31
18979,3192,7880,2023-12-03,1,184.05
18980,29363,25650,2024-02-27,5,418.5
18981,31964,14969,2023-08-23,4,287.12
18982,18432,8374,2024-04-28,3,1490.13
18983,33669,45674,2024-02-09,1,343.46
18984,22952,14065,2025-03-03,2,787.44
18985,32986,40624,2023-12-22,3,452.13
18986,8358,26891,2023-11-14,4,910.64
18987,13083,26853,2023-10-08,3,1001.34
18988,25194,10420,2024-12-30,1,422.69
18989,21748,40458,2024-02-29,4,1876.48
18990,20901,13397,2025-03-18,5,775.0
18991,42046,2201,2023-11-16,4,795.6
18992,471,24272,2025-04-06,5,237.15
18993,4881,35719,2024-04-30,2,391.76
18994,48292,18841,2023-11-29,3,1110.06
18995,27274,36342,2023-07-04,2,501.66
18996,25774,18143,2024-09-04,4,370.12
18997,9640,48983,2023-12-10,1,204.82
18998,37951,4188,2024-05-01,4,239.84
18999,15745,19527,2025-02-15,4,1228.16
19000,41823,39325,2023-10-06,5,1345.15
19001,30076,29879,2024-04-29,5,330.55
19002,35539,27856,2025-01-04,5,1165.55
19003,48923,4983,2024-03-19,5,534.9
19004,37927,41059,2024-03-02,4,250.64
19005,23615,22721,2025-02-04,5,1243.35
19006,42043,25382,2023-07-31,4,1178.48
19007,12683,49803,2024-05-12,4,708.08
19008,35126,40622,2024-07-08,2,619.08
19009,11627,30696,2023-08-08,3,441.69
19010,14613,26510,2024-07-21,2,541.76
19011,39307,16295,2025-05-08,3,979.53
19012,39898,48081,2024-09-10,3,58.32
19013,31142,40498,2024-02-14,5,1821.6
19014,16665,34553,2025-02-09,2,545.48
19015,26697,20664,2024-05-08,2,231.26
19016,21056,26138,2024-02-23,1,437.84
19017,22994,3431,2025-04-25,4,739.08
19018,42318,1500,2024-01-26,2,150.4
19019,21981,18371,2025-03-14,5,1687.35
19020,10544,48558,2025-03-18,1,469.68
19021,41854,32085,2024-11-15,5,2279.8
19022,47796,22272,2024-03-25,4,1351.76
19023,18665,14818,2023-11-15,3,856.86
19024,3043,6738,2023-10-29,4,643.64
19025,46175,25673,2024-02-25,2,212.16
19026,2714,41738,2023-08-05,1,492.75
19027,15470,23388,2024-07-01,2,237.16
19028,38725,30417,2023-12-02,3,976.77
19029,3346,24804,2025-05-16,5,1849.2
19030,29975,9524,2024-03-31,5,2476.35
19031,18375,28824,2023-11-10,1,91.07
19032,39953,4639,2024-12-03,4,1402.04
19033,43235,2073,2024-10-03,4,1877.84
19034,28082,44029,2024-04-07,4,1194.52
19035,19681,8719,2023-06-24,5,521.85
19036,8154,4106,2025-04-11,2,62.78
19037,43255,46311,2024-09-25,2,32.08
19038,46527,6910,2024-11-10,5,1436.65
19039,5746,31670,2024-08-20,4,302.76
19040,38255,47399,2024-12-12,5,1670.7
19041,38059,45267,2023-08-13,1,205.03
19042,39384,12107,2024-04-27,5,1930.7
19043,48323,22578,2024-08-28,2,628.0
19044,673,1960,2024-07-06,5,2086.3
19045,6189,1809,2024-03-13,3,504.54
19046,5715,2774,2023-12-02,2,55.6
19047,45409,44360,2023-07-24,1,74.96
19048,40930,21974,2024-03-30,3,560.34
19049,42399,19167,2024-07-30,4,1461.48
19050,14241,26924,2023-11-09,4,206.24
19051,26666,42749,2024-10-21,4,376.84
19052,26031,11373,2024-05-18,4,1187.68
19053,26833,49554,2023-08-09,1,142.08
19054,39964,32602,2023-12-09,1,427.88
19055,3997,28474,2025-03-12,4,946.08
19056,33070,32526,2024-11-04,5,487.85
19057,15504,8895,2025-03-30,2,791.04
19058,523,2351,2024-05-08,1,129.84
19059,8931,12738,2023-10-15,1,5.97
19060,1810,21803,2024-12-15,2,649.92
19061,49448,11381,2024-05-23,5,429.35
19062,12812,25218,2024-01-08,3,1196.79
19063,48367,26666,2023-10-01,2,361.02
19064,13345,42944,2024-08-24,2,624.3
19065,27024,49535,2024-10-28,1,465.53
19066,36527,48482,2024-08-21,4,1311.64
19067,39003,4369,2025-03-02,4,724.88
19068,29047,43070,2025-04-03,1,164.18
19069,1073,27663,2024-06-09,2,285.56
19070,29452,38802,2025-01-20,2,673.22
19071,7961,12413,2024-01-21,4,1525.52
19072,3849,11472,2024-10-21,2,878.96
19073,46088,35691,2024-09-07,4,1430.64
19074,20784,30259,2024-07-27,2,109.02
19075,47013,49894,2025-05-30,3,604.71
19076,36642,24453,2024-10-14,5,1425.25
19077,14176,12054,2024-05-24,4,911.64
19078,40509,40233,2023-07-21,4,1006.48
19079,45687,14567,2024-06-29,1,244.05
19080,38417,862,2024-04-21,5,1258.05
19081,32140,25972,2023-07-25,2,462.14
19082,2787,27618,2023-12-16,1,402.2
19083,2153,29688,2025-05-08,4,355.68
19084,21850,7946,2024-09-16,1,339.23
19085,2634,38564,2025-04-29,4,152.84
19086,24714,2222,2025-03-26,2,349.16
19087,40428,3528,2023-09-02,3,66.84
19088,19381,20803,2024-03-15,1,169.31
19089,5654,30232,2024-09-04,3,433.44
19090,31121,40163,2024-01-14,1,312.21
19091,18390,40816,2023-11-23,4,68.92
19092,5864,9776,2025-03-02,2,311.12
19093,38819,25221,2024-09-14,5,2334.95
19094,32671,47537,2023-08-30,1,360.14
19095,31165,23676,2023-08-19,2,527.36
19096,22097,5973,2024-08-02,2,897.7
19097,3753,49892,2024-03-25,4,1744.64
19098,18109,11086,2025-02-19,2,185.94
19099,19412,43880,2024-04-19,4,1196.64
19100,15144,32957,2024-02-19,3,905.73
19101,44902,41022,2024-05-04,3,703.14
19102,45402,19705,2024-05-30,1,301.45
19103,8509,39416,2024-04-28,4,505.36
19104,28903,7101,2025-02-15,1,311.04
19105,33099,19277,2023-10-10,4,750.2
19106,36588,13405,2025-06-03,5,1289.95
19107,29587,38053,2023-11-11,3,644.82
19108,19040,27184,2023-12-15,3,543.15
19109,37946,13939,2025-03-02,3,705.54
19110,41694,35793,2024-12-16,4,185.96
19111,19630,8807,2024-08-25,3,450.12
19112,12544,48251,2023-08-27,5,1403.15
19113,10882,2683,2024-12-28,3,237.57
19114,38823,20841,2023-11-28,3,353.34
19115,9925,12731,2024-08-03,4,1858.88
19116,18192,6021,2023-08-31,4,593.56
19117,25321,22150,2024-06-03,1,282.58
19118,45420,13399,2023-10-20,5,776.85
19119,3688,12769,2025-03-31,5,1817.5
19120,32872,17158,2024-05-31,3,368.1
19121,11195,45733,2025-01-19,2,750.46
19122,11733,22743,2024-06-27,3,165.39
19123,19517,14760,2024-02-25,5,362.45
19124,1418,48368,2024-06-24,2,231.18
19125,27276,48185,2024-08-17,5,340.85
19126,16919,26570,2024-09-22,1,35.54
19127,15868,32331,2024-10-07,4,1163.24
19128,25933,4451,2023-10-21,2,337.94
19129,5610,13913,2024-07-15,1,369.47
19130,24346,683,2023-08-21,3,735.99
19131,34308,24887,2024-06-30,4,155.12
19132,33364,1771,2024-06-14,5,1270.75
19133,8667,23923,2025-02-13,4,961.64
19134,27504,19440,2024-10-20,5,1807.75
19135,17293,12327,2023-06-27,5,1702.35
19136,37122,22378,2024-05-06,3,713.01
19137,8898,5403,2024-09-09,4,462.12
19138,35789,26577,2024-04-12,3,104.37
19139,7778,2615,2024-01-30,1,461.41
19140,1097,18498,2024-11-29,1,132.21
19141,39267,48726,2025-01-05,4,1395.72
19142,9789,903,2024-02-29,3,299.82
19143,26992,39181,2024-08-06,5,1160.15
19144,16799,26546,2024-09-08,1,247.92
19145,16515,6283,2025-03-18,3,261.06
19146,5339,6856,2024-10-05,4,406.64
19147,33579,8602,2025-05-12,1,16.72
19148,18188,40329,2023-10-14,3,223.14
19149,33414,16040,2023-09-20,5,1702.15
19150,6932,39644,2025-02-27,4,746.28
19151,26437,6469,2024-12-08,2,86.1
19152,3308,13190,2024-03-10,1,46.09
19153,44371,18721,2025-03-30,2,146.96
19154,47777,32017,2023-10-02,4,1957.2
19155,15997,34622,2024-08-18,2,660.64
19156,49845,39830,2025-06-05,4,1662.44
19157,38351,44051,2024-11-28,3,1498.83
19158,20511,19382,2023-12-02,3,1231.47
19159,30894,20794,2024-05-26,5,2172.9
19160,28159,38684,2024-07-22,2,481.46
19161,2277,48558,2025-01-16,5,2348.4
19162,26415,11788,2023-07-03,1,38.93
19163,34512,23727,2025-06-12,2,397.1
19164,19072,41508,2024-06-22,3,1484.67
19165,16234,36961,2023-10-29,1,335.64
19166,18049,28787,2024-10-05,1,257.11
19167,40275,45222,2024-07-24,2,653.8
19168,23158,22306,2025-01-20,3,1388.55
19169,45401,4918,2024-11-07,3,1185.0
19170,49978,31294,2024-03-31,4,744.6
19171,9983,22235,2024-08-31,2,633.12
19172,29121,32339,2024-11-13,5,1637.95
19173,30499,40152,2023-06-23,1,354.0
19174,17571,9876,2024-11-12,4,577.0
19175,14587,11737,2025-03-12,4,636.96
19176,15734,43067,2024-12-25,3,883.41
19177,9676,801,2023-08-07,2,939.86
19178,40129,33302,2024-07-18,1,52.92
19179,46427,15220,2023-08-24,1,28.38
19180,39217,49453,2024-10-16,4,1217.12
19181,7782,15671,2024-01-03,1,477.27
19182,8065,47425,2025-03-29,3,721.41
19183,7955,25402,2024-04-05,4,26.8
19184,31649,47021,2025-03-21,1,231.82
19185,108,18270,2023-07-05,2,263.98
19186,21611,24872,2025-02-11,3,281.97
19187,33601,22900,2024-04-01,1,334.08
19188,34746,41305,2024-06-17,3,300.9
19189,519,35470,2024-05-08,5,2488.3
19190,32812,14071,2024-07-20,3,574.35
19191,20230,753,2025-01-02,3,253.2
19192,13268,6211,2024-11-21,5,714.35
19193,36775,26078,2024-02-18,1,67.0
19194,17278,49364,2024-04-07,2,271.42
19195,8917,46335,2024-06-27,3,1010.25
19196,23947,43229,2024-08-30,2,382.66
19197,4780,34676,2024-08-27,4,1569.84
19198,23042,33589,2024-06-03,1,28.25
19199,46173,6534,2024-09-22,3,1146.09
19200,18053,31439,2024-09-15,1,301.46
19201,38559,30331,2025-03-16,3,1095.21
19202,46433,49413,2024-07-20,4,1690.36
19203,23963,12981,2023-07-15,4,1763.68
19204,49260,30630,2024-09-04,5,205.6
19205,22560,40758,2025-02-14,5,380.2
19206,35902,129,2023-10-27,5,2153.75
19207,38244,11302,2024-07-29,1,167.79
19208,8002,27357,2024-05-09,5,1864.25
19209,3283,15497,2024-04-23,3,410.64
19210,11106,34478,2024-11-02,3,989.46
19211,22272,14227,2023-08-04,1,376.97
19212,25409,38453,2024-03-25,1,95.52
19213,48912,42622,2024-11-28,1,58.16
19214,21903,5132,2024-01-31,4,1549.88
19215,51,2937,2024-05-24,5,1868.8
19216,5982,28571,2023-10-21,5,1251.9
19217,47198,25950,2024-07-01,4,1880.32
19218,24877,15921,2023-10-07,1,450.52
19219,5926,14163,2025-01-26,1,260.38
19220,32948,8256,2024-04-21,1,381.33
19221,17125,35554,2023-09-05,1,263.52
19222,14203,46670,2024-07-25,1,298.98
19223,16707,32348,2024-12-10,2,893.74
19224,8576,46215,2024-07-28,2,665.86
19225,43746,34790,2024-06-05,3,1066.05
19226,45569,836,2024-11-18,2,513.5
19227,48451,47286,2023-09-13,3,373.56
19228,45370,48652,2023-11-26,2,977.38
19229,1532,7935,2023-10-19,3,1210.77
19230,49828,12645,2024-11-30,2,704.24
19231,2423,14110,2024-02-12,1,389.78
19232,34457,1814,2024-04-23,3,552.69
19233,13043,2689,2024-04-13,1,277.02
19234,8768,2187,2023-06-24,4,266.68
19235,4943,5422,2024-04-15,1,372.72
19236,6177,23113,2023-11-13,1,458.98
19237,38480,26826,2023-12-08,4,689.36
19238,28197,9347,2025-02-28,5,337.7
19239,1033,49992,2024-08-02,4,849.64
19240,3593,17615,2024-07-14,3,74.1
19241,6350,5595,2025-05-29,5,176.3
19242,39092,33492,2025-04-21,4,475.64
19243,35388,30558,2024-11-11,3,895.5
19244,46094,3386,2024-06-27,3,51.75
19245,18397,13269,2025-05-15,4,1895.32
19246,45689,47859,2024-06-06,4,1288.44
19247,20360,16388,2024-04-29,4,73.08
19248,31597,2659,2025-01-10,4,662.4
19249,18089,21367,2024-04-27,5,1900.75
19250,4185,40469,2024-10-02,1,458.19
19251,35002,32294,2023-08-07,1,88.29
19252,20779,40542,2024-02-10,2,703.04
19253,6732,14342,2024-07-18,5,1702.15
19254,46664,3828,2024-02-17,1,206.28
19255,5692,6241,2024-03-14,3,1153.8
19256,40343,29915,2024-09-15,3,706.14
19257,3439,10489,2023-12-15,3,737.1
19258,15491,4759,2025-05-28,3,1345.11
19259,28945,28913,2024-01-14,2,756.28
19260,49822,39508,2024-05-03,1,129.46
19261,32690,18994,2024-02-29,1,340.63
19262,38278,25539,2024-06-30,2,183.04
19263,14584,45367,2023-10-15,4,1055.6
19264,30318,18018,2025-01-11,3,383.79
19265,3675,23988,2023-09-19,5,1236.65
19266,39901,23151,2025-05-09,2,879.8
19267,29006,41733,2023-06-26,1,401.15
19268,17588,30286,2023-09-11,2,461.2
19269,25198,28912,2024-08-16,4,1138.56
19270,31842,38782,2024-10-04,4,543.88
19271,9309,10561,2023-09-16,5,1564.45
19272,34070,18192,2024-01-17,2,966.1
19273,2682,5210,2023-07-04,1,472.89
19274,34326,10720,2025-01-12,4,123.32
19275,1236,20801,2024-02-09,3,212.91
19276,2150,34707,2024-10-09,1,430.46
19277,40907,19689,2023-06-25,4,1871.36
19278,3597,3077,2024-07-17,4,1213.2
19279,5970,45665,2025-04-07,5,861.25
19280,26335,8469,2023-12-08,3,1450.62
19281,28472,39651,2023-10-24,5,558.8
19282,39554,16905,2023-09-04,3,1495.11
19283,40159,42965,2024-02-29,4,1206.6
19284,28257,24870,2024-01-11,1,39.8
19285,14747,21403,2024-12-30,3,320.7
19286,30580,32039,2024-03-31,5,2462.9
19287,39771,29763,2024-03-31,3,1139.28
19288,5753,34071,2023-11-08,3,418.05
19289,32065,42329,2024-10-21,5,894.4
19290,21847,221,2024-06-10,5,921.55
19291,43156,48153,2023-07-28,4,281.24
19292,31610,12644,2023-07-03,2,809.94
19293,22080,10655,2024-04-26,5,1001.2
19294,45102,28404,2023-08-15,2,281.74
19295,48481,11054,2025-01-21,4,853.04
19296,15833,32191,2025-03-17,5,1670.75
19297,16903,46872,2025-02-08,2,673.58
19298,35981,30287,2024-01-29,1,161.56
19299,1312,44137,2023-10-18,3,1299.51
19300,21869,2585,2024-06-28,4,250.36
19301,9471,46985,2024-02-02,2,136.58
19302,39144,29596,2023-10-06,5,2485.1
19303,29557,23205,2024-07-05,2,629.1
19304,41978,38510,2023-11-24,5,1637.55
19305,46605,4616,2023-12-01,5,1851.7
19306,24781,33934,2025-04-22,2,705.3
19307,39495,28000,2025-03-10,2,498.86
19308,27285,40658,2023-10-01,3,901.29
19309,33652,11664,2025-03-29,4,1868.04
19310,40138,25560,2025-03-10,3,1136.34
19311,43729,29678,2024-01-09,2,458.96
19312,4370,45197,2024-01-02,3,722.01
19313,17766,22455,2023-10-02,4,294.32
19314,23366,26248,2023-11-05,1,283.96
19315,3097,41056,2025-06-01,2,168.0
19316,8909,22730,2023-07-14,4,1888.16
19317,42285,36482,2024-11-14,5,494.45
19318,46049,20788,2025-06-16,4,1530.2
19319,28470,39543,2024-02-26,1,469.25
19320,27340,32306,2024-08-21,4,1384.32
19321,45103,24432,2025-05-15,1,232.24
19322,45996,47927,2024-03-03,4,1134.56
19323,5444,17522,2025-04-24,5,343.85
19324,20424,39428,2024-11-05,5,976.9
19325,19890,14553,2024-04-15,3,266.85
19326,590,29433,2024-04-18,4,1887.24
19327,42049,27254,2024-08-28,5,1889.1
19328,16542,3745,2024-09-16,1,373.98
19329,2666,10717,2023-12-23,5,1953.4
19330,19175,24549,2025-01-14,5,2260.75
19331,46381,17484,2023-12-09,3,794.55
19332,44825,37266,2024-03-10,5,715.45
19333,22468,12281,2023-09-01,1,426.1
19334,43718,16900,2024-08-13,5,1966.55
19335,22653,29748,2023-09-10,2,143.76
19336,22307,14468,2025-04-20,5,814.4
19337,49826,14218,2024-02-24,1,383.66
19338,47467,14284,2025-01-30,5,2109.4
19339,44601,311,2024-09-07,2,119.16
19340,18162,29106,2023-11-18,2,980.56
19341,27434,47604,2023-07-20,4,1155.0
