TransactionID,SaleID,TransactionDate,PaymentMethod
29181,47337,2024-07-26,Debit Card
29182,45196,2024-04-20,Credit Card
29183,30063,2024-04-21,Credit Card
29184,4012,2025-04-24,Cash
29185,4110,2024-03-25,Debit Card
29186,12678,2025-05-12,Credit Card
29187,36788,2024-10-04,Cash
29188,43609,2024-12-27,UPI
29189,8191,2024-08-31,PayPal
29190,42602,2023-11-21,Credit Card
29191,21639,2024-04-03,Cash
29192,24004,2025-04-30,UPI
29193,27282,2025-06-19,Credit Card
29194,29913,2025-01-26,UPI
29195,43194,2025-04-09,Cash
29196,47841,2025-03-15,Cash
29197,31888,2025-06-17,Cash
29198,28871,2024-07-13,PayPal
29199,44201,2025-02-20,Cash
29200,29432,2024-05-12,UPI
29201,47053,2024-09-16,PayPal
29202,15514,2025-04-27,PayPal
29203,5052,2024-12-06,Credit Card
29204,9441,2025-06-04,Cash
29205,40898,2024-08-22,PayPal
29206,2186,2025-02-28,Debit Card
29207,47320,2025-02-05,Debit Card
29208,41931,2025-02-08,PayPal
29209,7923,2024-05-11,Credit Card
29210,4157,2024-01-06,Debit Card
29211,22741,2025-03-26,Credit Card
29212,9123,2025-05-14,UPI
29213,14393,2024-12-05,PayPal
29214,4696,2025-04-25,Debit Card
29215,20394,2025-01-03,Debit Card
29216,26714,2025-06-04,UPI
29217,10476,2025-06-17,UPI
29218,16676,2025-04-02,Debit Card
29219,31074,2025-02-03,PayPal
29220,19144,2024-12-13,PayPal
29221,8593,2025-03-30,Credit Card
29222,33905,2025-01-09,Cash
29223,32256,2025-04-25,Cash
29224,23667,2024-12-01,PayPal
29225,48965,2025-02-10,Credit Card
29226,20210,2024-01-28,UPI
29227,22562,2025-05-16,Cash
29228,39238,2025-03-19,Credit Card
29229,39068,2023-11-27,PayPal
29230,11146,2025-05-20,Credit Card
29231,23728,2025-04-11,UPI
29232,38863,2025-03-23,Debit Card
29233,14340,2025-03-06,Credit Card
29234,38607,2025-05-15,PayPal
29235,48580,2024-04-07,Debit Card
29236,5915,2024-12-07,UPI
29237,5403,2025-06-15,Credit Card
29238,21126,2024-05-22,Cash
29239,16502,2025-06-11,Cash
29240,11812,2024-07-17,Credit Card
29241,42190,2025-04-07,UPI
29242,9141,2025-03-28,Cash
29243,2394,2024-10-25,Credit Card
29244,21861,2025-01-01,Credit Card
29245,17122,2025-05-28,UPI
29246,10519,2024-12-26,Cash
29247,5228,2025-06-06,Cash
29248,23918,2025-06-02,Credit Card
29249,44175,2024-09-12,UPI
29250,17093,2024-05-28,UPI
29251,24966,2024-11-18,Credit Card
29252,23913,2024-08-25,Debit Card
29253,40278,2024-12-13,Debit Card
29254,34794,2025-05-16,Debit Card
29255,20506,2024-09-14,Debit Card
29256,38798,2024-12-09,Credit Card
29257,33600,2024-10-16,UPI
29258,14006,2024-10-05,Credit Card
29259,1769,2024-05-23,PayPal
29260,754,2025-05-02,UPI
29261,20749,2024-08-17,UPI
29262,15958,2024-12-07,UPI
29263,12883,2024-12-06,UPI
29264,44115,2025-04-10,PayPal
29265,28307,2025-03-27,Debit Card
29266,3858,2025-05-26,Debit Card
29267,43106,2025-02-21,UPI
29268,22023,2025-02-21,UPI
29269,12931,2025-05-27,UPI
29270,27361,2025-03-06,Cash
29271,6407,2025-03-01,UPI
29272,12339,2025-02-16,Cash
29273,1941,2023-12-17,Credit Card
29274,26294,2025-06-19,Debit Card
29275,1671,2024-11-01,Debit Card
29276,19529,2025-01-28,PayPal
29277,17573,2025-05-16,Cash
29278,11949,2025-01-16,Credit Card
29279,28296,2025-05-28,Cash
29280,5613,2025-03-13,UPI
29281,40257,2025-04-04,PayPal
29282,24929,2024-10-14,PayPal
29283,2927,2024-06-30,UPI
29284,46882,2025-04-30,PayPal
29285,46951,2025-04-10,Credit Card
29286,9516,2024-03-11,Debit Card
29287,44167,2025-05-29,Debit Card
29288,40444,2025-01-24,Credit Card
29289,47812,2024-09-28,Cash
29290,34610,2024-12-19,UPI
29291,23407,2024-04-30,UPI
29292,30962,2024-08-20,Cash
29293,31443,2025-06-12,UPI
29294,40979,2024-04-19,Cash
29295,45814,2023-12-30,Credit Card
29296,33982,2025-05-01,UPI
29297,5594,2025-03-11,Debit Card
29298,40563,2025-01-29,Cash
29299,23154,2024-10-21,UPI
29300,49868,2025-01-25,PayPal
29301,25484,2025-02-05,PayPal
29302,11240,2025-04-24,Credit Card
29303,40608,2025-04-01,Cash
29304,4029,2025-02-10,UPI
29305,34657,2025-06-02,Debit Card
29306,47226,2025-03-01,Credit Card
29307,38836,2025-04-25,Debit Card
29308,25864,2024-07-14,PayPal
29309,24213,2025-04-08,UPI
29310,869,2024-12-25,Cash
29311,10935,2025-04-22,Credit Card
29312,37485,2025-03-18,Debit Card
29313,20348,2023-12-03,UPI
29314,49925,2024-08-05,Cash
29315,24584,2024-08-02,Debit Card
29316,22095,2025-06-05,UPI
29317,36626,2025-02-17,UPI
29318,18160,2025-05-25,Debit Card
29319,19345,2024-09-19,Cash
29320,31162,2025-01-05,Cash
29321,14271,2024-11-20,Debit Card
29322,14569,2025-03-13,Credit Card
29323,22725,2024-12-23,Debit Card
29324,24311,2025-06-17,Cash
29325,49015,2024-10-14,Credit Card
29326,40543,2025-05-14,UPI
29327,9579,2024-07-26,PayPal
29328,47599,2024-06-07,PayPal
29329,6897,2024-05-14,UPI
29330,26184,2025-04-27,UPI
29331,10794,2024-10-20,Credit Card
29332,9379,2025-06-08,UPI
29333,4694,2025-05-13,Credit Card
29334,11721,2025-03-18,Debit Card
29335,27584,2024-09-28,PayPal
29336,32868,2024-10-15,Debit Card
29337,30604,2024-10-20,PayPal
29338,36200,2024-08-28,Credit Card
29339,34395,2024-10-16,Cash
29340,46514,2024-11-30,Cash
29341,28207,2025-05-20,Cash
29342,42816,2024-03-26,Credit Card
29343,46753,2025-06-20,Credit Card
29344,720,2024-07-01,Cash
29345,48924,2025-01-15,Debit Card
29346,31675,2025-03-02,UPI
29347,43463,2025-03-22,Cash
29348,17087,2025-03-11,UPI
29349,28990,2024-09-20,PayPal
29350,10888,2025-06-12,PayPal
29351,39666,2025-02-14,Credit Card
29352,4285,2025-05-11,PayPal
29353,1517,2024-06-12,PayPal
29354,12941,2025-06-06,Cash
29355,48189,2025-01-31,PayPal
29356,14640,2024-01-27,Cash
29357,30077,2025-04-30,PayPal
29358,44641,2024-06-09,PayPal
29359,24442,2024-05-01,UPI
29360,42324,2025-04-24,UPI
29361,45393,2025-05-18,Cash
29362,42614,2025-02-26,Debit Card
29363,21360,2025-01-14,PayPal
29364,21328,2025-01-11,Debit Card
29365,10930,2025-04-18,Cash
29366,27631,2024-11-07,Cash
29367,30620,2025-06-17,Credit Card
29368,9569,2024-12-01,Debit Card
29369,14404,2025-03-31,Credit Card
29370,26992,2025-06-13,UPI
29371,17934,2024-10-23,UPI
29372,34503,2025-03-02,Debit Card
29373,16037,2025-03-17,PayPal
29374,36048,2023-11-24,UPI
29375,9223,2025-06-16,PayPal
29376,35539,2025-03-25,Debit Card
29377,29139,2025-04-10,UPI
29378,43155,2025-05-28,Cash
29379,8413,2024-12-16,Cash
29380,34046,2025-04-03,Debit Card
29381,33811,2024-12-18,PayPal
29382,17602,2025-02-13,Credit Card
29383,14245,2025-06-15,Debit Card
29384,32213,2025-05-24,Debit Card
29385,25176,2025-01-06,Credit Card
29386,22409,2025-06-20,PayPal
29387,42396,2024-09-12,Debit Card
29388,952,2024-07-19,Debit Card
29389,21137,2025-02-22,UPI
29390,31974,2025-05-20,Credit Card
29391,19208,2024-10-19,Cash
29392,20212,2025-02-27,PayPal
29393,31254,2024-06-03,Debit Card
29394,49980,2025-02-03,Debit Card
29395,25803,2025-06-10,PayPal
29396,35996,2025-06-16,Cash
29397,18348,2024-10-19,Debit Card
29398,2338,2025-02-21,UPI
29399,34388,2025-06-16,UPI
29400,11676,2025-06-13,Debit Card
29401,11658,2024-11-30,PayPal
29402,15411,2023-11-30,Debit Card
29403,12170,2024-12-14,Debit Card
29404,42831,2024-10-08,Cash
29405,33214,2024-07-11,Debit Card
29406,530,2024-09-25,Cash
29407,20332,2025-02-13,PayPal
29408,41820,2025-02-24,Debit Card
29409,16835,2025-03-13,PayPal
29410,3338,2025-05-16,UPI
29411,4311,2025-06-02,Credit Card
29412,32499,2025-04-15,Cash
29413,9625,2025-05-06,Credit Card
29414,24853,2024-10-02,Debit Card
29415,36635,2025-04-03,Debit Card
29416,42714,2024-09-14,Cash
29417,23233,2025-02-10,Debit Card
29418,34878,2025-05-08,Credit Card
29419,23509,2024-12-15,Cash
29420,28484,2024-11-10,Debit Card
29421,28325,2025-04-21,UPI
29422,28406,2025-03-15,Cash
29423,24984,2025-04-24,UPI
29424,32287,2025-02-27,Cash
29425,1483,2025-05-26,Cash
29426,4995,2025-02-01,PayPal
29427,19113,2025-02-18,Debit Card
29428,33905,2025-01-29,Credit Card
29429,39664,2024-12-02,UPI
29430,22309,2025-06-17,Cash
29431,18673,2025-01-29,UPI
29432,40877,2025-02-26,Credit Card
29433,4766,2024-03-24,Cash
29434,34967,2025-03-16,Credit Card
29435,4872,2025-05-04,Debit Card
29436,17203,2025-06-19,UPI
29437,12519,2024-11-22,UPI
29438,4637,2024-04-15,Credit Card
29439,8829,2025-06-19,Debit Card
29440,34830,2025-03-24,Credit Card
29441,26045,2025-03-27,PayPal
29442,48097,2025-04-21,UPI
29443,19089,2025-02-14,Debit Card
29444,47839,2024-02-21,Debit Card
29445,23358,2025-05-17,Debit Card
29446,3143,2025-04-13,UPI
29447,967,2025-05-31,UPI
29448,25659,2023-09-04,Debit Card
29449,45593,2025-05-05,Cash
29450,14273,2025-01-28,Credit Card
29451,18465,2024-09-28,Cash
29452,6815,2025-02-13,UPI
29453,39145,2024-04-14,PayPal
29454,5645,2024-12-09,UPI
29455,36476,2025-04-02,Cash
29456,47163,2025-05-01,Cash
29457,6496,2025-03-27,Credit Card
29458,30418,2025-04-08,Credit Card
29459,8067,2025-02-12,PayPal
29460,23775,2024-12-07,UPI
29461,10138,2024-07-22,PayPal
29462,49416,2025-02-28,PayPal
29463,6639,2024-09-21,Debit Card
29464,9728,2025-02-20,PayPal
29465,10595,2025-05-25,Debit Card
29466,21434,2024-07-15,Credit Card
29467,38360,2024-10-13,PayPal
29468,9605,2024-12-17,UPI
29469,20242,2024-08-27,Cash
29470,30551,2025-01-09,Cash
29471,23754,2024-11-25,PayPal
29472,29764,2023-10-19,Debit Card
29473,1272,2024-11-18,Debit Card
29474,9946,2024-11-17,Cash
29475,29940,2024-01-30,UPI
29476,22805,2025-06-20,Credit Card
29477,9661,2024-08-27,Debit Card
29478,40571,2025-06-06,Credit Card
29479,22501,2025-01-26,UPI
29480,15155,2025-03-17,Debit Card
29481,46037,2025-05-19,Debit Card
29482,24122,2024-08-22,Debit Card
29483,358,2025-03-04,UPI
29484,45799,2025-05-14,UPI
29485,33900,2025-02-09,Cash
29486,36058,2025-06-17,Debit Card
29487,7900,2025-04-27,UPI
29488,2182,2024-11-27,Debit Card
29489,46989,2023-11-07,PayPal
29490,44585,2025-05-28,UPI
29491,32519,2025-02-17,Cash
29492,39797,2025-04-18,Credit Card
29493,47660,2025-02-25,UPI
29494,29438,2025-06-12,PayPal
29495,13326,2025-05-30,PayPal
29496,4937,2024-02-14,Credit Card
29497,8221,2025-01-16,Credit Card
29498,4822,2025-06-12,Debit Card
29499,45222,2025-06-18,Cash
29500,31999,2025-05-19,PayPal
29501,12295,2024-10-08,PayPal
29502,19022,2025-04-24,Debit Card
29503,11935,2025-05-06,UPI
29504,5144,2025-04-26,Cash
29505,27487,2024-07-07,Credit Card
29506,12357,2025-03-04,Debit Card
29507,21081,2025-06-08,Cash
29508,11949,2025-03-25,Debit Card
29509,17595,2024-05-07,Credit Card
29510,24079,2025-01-10,Debit Card
29511,1754,2025-05-17,Credit Card
29512,39303,2024-10-05,Cash
29513,7148,2025-04-08,Debit Card
29514,29220,2023-10-17,Cash
29515,21289,2025-05-03,UPI
29516,10839,2024-04-08,PayPal
29517,40656,2025-06-06,PayPal
29518,28538,2024-08-27,Cash
29519,12549,2023-11-30,PayPal
29520,46000,2024-05-24,Credit Card
29521,15028,2024-12-18,Credit Card
29522,13122,2025-03-04,Debit Card
29523,20288,2025-04-27,Credit Card
29524,39609,2025-01-02,UPI
29525,7533,2024-09-27,UPI
29526,19091,2024-05-07,Credit Card
29527,16807,2024-10-25,Credit Card
29528,49056,2025-04-12,Debit Card
29529,9060,2024-07-20,Debit Card
29530,37340,2025-05-07,Credit Card
29531,5532,2025-05-10,UPI
29532,16897,2025-05-11,Debit Card
29533,43355,2025-04-30,UPI
29534,12864,2024-07-28,Credit Card
29535,11209,2025-01-18,Credit Card
29536,5069,2024-10-09,PayPal
29537,37487,2023-09-30,UPI
29538,17495,2024-12-12,Debit Card
29539,3130,2024-12-16,Debit Card
29540,4661,2025-05-19,Credit Card
29541,28396,2025-05-24,PayPal
29542,26884,2025-05-17,UPI
29543,34997,2025-03-03,PayPal
29544,43985,2025-06-17,PayPal
29545,21254,2024-11-21,Debit Card
29546,1276,2025-01-08,Cash
29547,322,2025-04-21,Credit Card
29548,22605,2024-10-21,Debit Card
29549,2421,2024-11-13,Debit Card
29550,33503,2025-04-25,UPI
29551,39394,2024-01-28,PayPal
29552,34715,2024-12-05,UPI
29553,15186,2025-06-10,Cash
29554,27919,2025-03-10,UPI
29555,42773,2024-05-29,PayPal
29556,44020,2024-06-25,Credit Card
29557,28927,2024-11-24,UPI
29558,14511,2024-12-13,UPI
29559,21857,2024-04-12,PayPal
29560,40281,2024-08-31,Cash
29561,6920,2024-10-04,Credit Card
29562,46316,2024-08-19,Debit Card
29563,586,2025-04-28,PayPal
29564,17033,2024-10-29,Credit Card
29565,33405,2024-12-15,PayPal
29566,5056,2025-03-17,PayPal
29567,31653,2025-01-06,UPI
29568,38700,2025-05-15,Debit Card
29569,48060,2025-06-12,UPI
29570,6417,2025-06-20,PayPal
29571,19592,2025-03-09,Credit Card
29572,16749,2024-04-01,PayPal
29573,41281,2024-12-20,Debit Card
29574,20155,2024-01-24,UPI
29575,23042,2025-05-31,Credit Card
29576,47953,2025-04-21,PayPal
29577,2727,2025-04-02,Debit Card
29578,35042,2025-02-21,PayPal
29579,23973,2025-05-28,Debit Card
29580,15426,2025-01-30,Debit Card
29581,40349,2025-01-24,UPI
29582,11469,2025-05-30,PayPal
29583,6757,2025-05-23,Cash
29584,23805,2023-12-23,Debit Card
29585,44024,2024-10-05,Credit Card
29586,27980,2025-06-10,Credit Card
29587,46402,2024-06-07,PayPal
29588,4305,2025-03-11,PayPal
29589,38238,2025-06-12,UPI
29590,107,2024-08-29,Debit Card
29591,49161,2025-06-11,UPI
29592,34745,2024-11-28,UPI
29593,16022,2025-01-20,Credit Card
29594,10556,2025-03-11,Debit Card
29595,19071,2025-03-12,UPI
29596,9466,2024-09-08,UPI
29597,9639,2025-03-31,PayPal
29598,46407,2023-07-03,Debit Card
29599,48386,2025-05-29,Debit Card
29600,31782,2025-04-18,Cash
29601,27102,2024-06-07,PayPal
29602,11422,2025-03-22,Credit Card
29603,7946,2025-04-08,Credit Card
29604,7629,2025-01-30,Cash
29605,18570,2024-11-10,Cash
29606,9229,2025-04-27,PayPal
29607,43928,2024-06-24,UPI
29608,14799,2025-04-30,PayPal
29609,44975,2024-09-13,Debit Card
29610,11302,2025-05-15,PayPal
29611,5916,2025-06-04,Cash
29612,48477,2025-05-01,Debit Card
29613,600,2024-05-09,Cash
29614,7982,2024-08-21,PayPal
29615,29126,2024-09-17,Credit Card
29616,18709,2025-05-03,Cash
29617,12352,2024-12-01,Debit Card
29618,47071,2025-05-22,PayPal
29619,37205,2024-10-26,UPI
29620,11300,2025-06-20,Cash
29621,42389,2025-05-08,Credit Card
29622,1673,2025-06-09,Cash
29623,38066,2025-01-16,UPI
29624,36578,2023-11-14,Credit Card
29625,23885,2024-11-15,Debit Card
29626,16627,2025-03-12,PayPal
29627,24163,2025-04-26,Cash
29628,22053,2025-05-22,UPI
29629,26494,2025-04-30,UPI
29630,29289,2025-03-11,Credit Card
29631,7903,2025-03-17,UPI
29632,33550,2025-03-29,Cash
29633,10778,2024-10-16,UPI
29634,24591,2024-05-14,PayPal
29635,14473,2025-04-06,Debit Card
29636,2907,2024-11-13,Cash
29637,6026,2024-07-14,Debit Card
29638,5089,2025-05-03,Credit Card
29639,25327,2024-11-21,Cash
29640,32693,2024-10-30,Credit Card
29641,36888,2024-09-02,Credit Card
29642,43792,2024-10-28,UPI
29643,1650,2025-05-18,Cash
29644,775,2024-08-06,Cash
29645,24161,2025-02-22,Credit Card
29646,25595,2024-04-12,UPI
29647,4546,2025-05-02,PayPal
29648,7418,2025-06-15,Debit Card
29649,5816,2025-01-05,PayPal
29650,38709,2023-08-19,PayPal
29651,2964,2025-04-30,Cash
29652,31941,2024-07-09,Cash
29653,41949,2025-03-05,PayPal
29654,34246,2025-03-26,UPI
29655,44322,2024-07-02,Debit Card
29656,14928,2024-11-08,UPI
29657,29001,2025-06-18,Cash
29658,39187,2025-03-25,PayPal
29659,23535,2023-12-26,Debit Card
29660,464,2025-06-08,Cash
29661,2246,2024-12-08,PayPal
29662,42289,2025-05-09,Debit Card
29663,39171,2024-01-03,UPI
29664,49067,2024-10-30,Credit Card
29665,6555,2025-05-22,Cash
29666,44291,2025-02-22,UPI
29667,19220,2025-01-24,UPI
29668,39386,2025-02-12,Cash
29669,8440,2025-03-21,Cash
29670,2510,2025-05-01,Cash
29671,46621,2025-02-16,UPI
29672,16020,2024-12-31,Debit Card
29673,21704,2025-05-16,UPI
29674,17076,2024-07-29,PayPal
29675,16383,2024-04-02,Credit Card
29676,4527,2024-07-31,Debit Card
29677,34099,2023-12-19,Credit Card
29678,35454,2024-11-10,Cash
29679,46079,2025-06-11,Debit Card
29680,16373,2025-05-30,Credit Card
29681,34894,2025-03-14,UPI
29682,20164,2025-06-14,Credit Card
29683,31076,2024-06-11,PayPal
29684,29459,2025-05-16,Credit Card
29685,9931,2024-07-29,UPI
29686,23051,2024-08-23,Debit Card
29687,21147,2025-04-21,Cash
29688,19269,2024-09-16,UPI
29689,5695,2024-08-25,Credit Card
29690,4065,2024-08-26,PayPal
29691,26221,2025-01-21,Credit Card
29692,35831,2025-01-07,PayPal
29693,8890,2025-06-20,Credit Card
29694,31958,2025-06-11,Cash
29695,44277,2025-05-16,Debit Card
29696,34050,2024-09-26,Cash
29697,6226,2024-09-18,PayPal
29698,5556,2024-11-24,UPI
29699,14688,2025-04-22,UPI
29700,15137,2025-05-10,Cash
29701,38127,2025-01-26,PayPal
29702,18111,2025-06-05,UPI
29703,8195,2024-11-06,Credit Card
29704,24366,2025-05-11,Cash
29705,30610,2024-11-30,Debit Card
29706,23745,2025-06-05,Credit Card
29707,39506,2024-02-20,UPI
29708,13464,2024-12-08,Cash
29709,29630,2025-06-16,PayPal
29710,40521,2024-09-06,PayPal
29711,28708,2024-07-05,Cash
29712,26655,2025-06-19,Credit Card
29713,10144,2024-11-14,PayPal
29714,42746,2024-12-05,Debit Card
29715,45922,2025-02-22,Credit Card
29716,49333,2025-04-21,PayPal
29717,1120,2025-04-19,Credit Card
29718,14997,2025-05-27,Debit Card
29719,18650,2024-07-26,UPI
29720,45261,2025-04-05,UPI
29721,33155,2023-11-20,UPI
29722,44769,2024-09-19,Cash
29723,34412,2025-03-07,Cash
29724,11431,2025-04-21,UPI
29725,1478,2025-05-24,PayPal
29726,13171,2025-03-14,UPI
29727,7386,2024-05-29,UPI
29728,16422,2025-04-20,Cash
29729,2456,2025-04-05,Cash
29730,29213,2025-04-20,UPI
29731,33744,2025-01-06,Debit Card
29732,139,2024-10-01,Cash
29733,49231,2024-03-08,Cash
29734,40545,2024-02-08,Debit Card
29735,37811,2023-12-11,PayPal
29736,17350,2025-05-04,Debit Card
29737,33685,2025-04-16,UPI
29738,34925,2025-04-29,Debit Card
29739,9553,2025-05-21,Debit Card
29740,19355,2024-04-13,Credit Card
29741,39417,2024-10-14,Credit Card
29742,14938,2024-08-21,UPI
29743,12085,2025-05-26,UPI
29744,1155,2025-03-25,Debit Card
29745,12814,2024-01-29,Debit Card
29746,4017,2025-06-17,Cash
29747,31638,2025-03-12,UPI
29748,21998,2024-05-06,Debit Card
29749,9432,2025-05-11,Debit Card
29750,28137,2025-01-13,UPI
29751,1938,2024-07-03,PayPal
29752,7058,2025-01-13,Debit Card
29753,8033,2025-06-19,UPI
29754,26710,2025-06-12,PayPal
29755,4477,2025-06-02,Cash
29756,47070,2024-02-11,UPI
29757,23862,2025-06-06,PayPal
29758,16409,2025-05-07,Credit Card
29759,38460,2025-01-21,UPI
29760,25527,2025-01-29,Debit Card
29761,1126,2025-06-05,Credit Card
29762,17789,2025-01-11,UPI
29763,12695,2024-10-20,UPI
29764,33787,2025-03-31,Credit Card
29765,39896,2025-06-03,PayPal
29766,16394,2025-06-12,PayPal
29767,18982,2025-03-11,Credit Card
29768,26784,2024-12-17,Credit Card
29769,40070,2024-08-28,Credit Card
29770,40488,2025-03-18,Cash
29771,14497,2025-03-29,Credit Card
29772,41777,2023-11-07,Credit Card
29773,370,2024-10-30,Debit Card
29774,12160,2025-04-09,Cash
29775,736,2025-03-25,Credit Card
29776,28888,2025-03-27,Debit Card
29777,14181,2025-04-26,Debit Card
29778,25877,2024-11-11,Cash
29779,717,2025-06-18,PayPal
29780,1909,2025-04-02,Debit Card
29781,1878,2025-03-07,Cash
29782,21914,2025-03-27,Cash
29783,9331,2025-01-30,Debit Card
29784,29174,2025-02-06,Credit Card
29785,20965,2025-06-18,Credit Card
29786,10603,2025-05-30,PayPal
29787,19988,2024-11-10,Debit Card
29788,13865,2024-03-20,PayPal
29789,5277,2024-11-13,Debit Card
29790,8308,2025-02-08,Credit Card
29791,38825,2025-06-17,UPI
29792,30947,2025-01-07,PayPal
29793,823,2024-11-18,Debit Card
29794,28624,2024-04-17,Credit Card
29795,13091,2025-06-09,Credit Card
29796,34370,2024-10-03,Cash
29797,434,2025-06-06,Credit Card
29798,10672,2025-03-28,PayPal
29799,24884,2025-04-07,UPI
29800,49381,2025-03-20,PayPal
29801,5574,2024-11-19,Credit Card
29802,18104,2025-01-18,Credit Card
29803,45168,2025-03-07,UPI
29804,41591,2025-03-05,Debit Card
29805,43924,2025-05-28,Debit Card
29806,27353,2025-06-05,Cash
29807,21935,2025-01-14,Cash
29808,25647,2025-02-20,Debit Card
29809,25362,2024-11-19,Debit Card
29810,17884,2025-01-29,Debit Card
29811,33359,2025-01-07,PayPal
29812,29860,2025-05-31,Credit Card
29813,4341,2024-12-26,UPI
29814,40926,2024-07-10,Credit Card
29815,14963,2024-07-28,Credit Card
29816,33485,2025-02-22,Cash
29817,40122,2025-05-24,Credit Card
29818,27853,2024-04-25,Credit Card
29819,33094,2025-05-12,Debit Card
29820,17168,2025-05-05,PayPal
29821,21526,2025-05-28,UPI
29822,30200,2025-04-02,Debit Card
29823,38576,2025-01-03,PayPal
29824,35357,2025-05-24,Credit Card
29825,37171,2024-07-25,Debit Card
29826,43836,2025-03-22,Credit Card
29827,33991,2024-04-17,Cash
29828,44683,2025-01-16,Debit Card
29829,5877,2025-01-22,UPI
29830,26239,2025-04-23,Cash
29831,38108,2025-06-15,Cash
29832,19371,2025-02-18,Credit Card
29833,31276,2024-04-29,UPI
29834,9841,2025-05-03,UPI
29835,32439,2025-06-04,UPI
29836,27904,2025-02-07,UPI
29837,11571,2023-11-24,UPI
29838,43975,2025-06-20,UPI
29839,802,2024-09-15,PayPal
29840,11700,2024-02-25,Cash
29841,23651,2024-12-18,UPI
29842,48462,2025-04-15,UPI
29843,45333,2025-05-14,Debit Card
29844,32092,2024-12-25,UPI
29845,14348,2025-05-08,Debit Card
29846,38958,2024-11-22,Credit Card
29847,20815,2024-07-18,UPI
29848,2479,2024-04-13,UPI
29849,19177,2025-01-28,Debit Card
29850,35060,2025-05-27,Credit Card
29851,12993,2024-12-04,UPI
29852,3244,2024-03-24,Debit Card
29853,39423,2025-06-10,PayPal
29854,25256,2025-01-17,Credit Card
29855,16419,2025-02-06,Credit Card
29856,40156,2025-05-16,Cash
29857,22073,2024-08-18,PayPal
29858,11335,2024-03-06,Credit Card
29859,13350,2024-12-22,PayPal
29860,24977,2025-05-25,Credit Card
29861,36682,2024-04-03,UPI
29862,13308,2025-04-05,Debit Card
29863,34014,2025-06-14,Debit Card
29864,19668,2024-03-06,UPI
29865,31947,2024-12-08,UPI
29866,4797,2025-02-07,Credit Card
29867,49674,2025-06-08,UPI
29868,33655,2025-05-24,Debit Card
29869,27971,2025-06-07,PayPal
29870,11595,2025-03-24,Debit Card
29871,35481,2024-08-26,UPI
29872,32975,2025-05-25,Cash
29873,46148,2024-06-30,UPI
29874,22319,2024-09-10,PayPal
29875,5359,2025-05-27,PayPal
29876,31151,2025-01-08,PayPal
29877,43643,2025-01-01,UPI
29878,35216,2025-05-28,UPI
29879,36201,2024-04-13,Credit Card
29880,5316,2025-06-20,UPI
29881,9445,2025-03-17,Debit Card
29882,8822,2025-06-03,Debit Card
29883,25806,2025-01-11,UPI
29884,8522,2025-04-01,PayPal
29885,33863,2025-04-11,Cash
29886,37205,2024-09-14,Debit Card
29887,29572,2024-05-13,UPI
29888,20539,2024-11-15,Debit Card
29889,22204,2025-06-19,Cash
29890,23637,2025-05-29,Debit Card
29891,35957,2024-09-11,Debit Card
29892,38727,2025-03-28,Debit Card
29893,35341,2023-08-23,Cash
29894,39421,2024-07-31,UPI
29895,14103,2024-11-12,Cash
29896,38156,2025-06-03,Cash
29897,8608,2024-03-14,UPI
29898,33994,2024-10-28,Debit Card
29899,42881,2025-03-08,Credit Card
29900,34024,2024-09-20,Credit Card
29901,47009,2024-05-05,Credit Card
29902,31023,2024-11-04,Credit Card
29903,48862,2025-02-13,Cash
29904,2881,2025-03-08,UPI
29905,46622,2024-07-10,Credit Card
29906,31373,2025-04-12,UPI
29907,33023,2023-10-22,UPI
29908,19997,2025-03-07,UPI
29909,30247,2024-05-10,Debit Card
29910,41775,2024-03-26,UPI
29911,2498,2024-10-11,UPI
29912,21687,2025-03-03,PayPal
29913,40716,2025-05-18,Credit Card
29914,10558,2024-09-04,UPI
29915,30870,2025-02-03,Debit Card
29916,16228,2025-05-27,UPI
29917,34228,2024-11-14,Cash
29918,1588,2025-04-14,Debit Card
29919,44611,2025-03-18,Cash
29920,10702,2024-07-28,Debit Card
29921,47795,2025-06-10,Debit Card
29922,33944,2024-12-13,Credit Card
29923,46642,2024-08-26,Cash
29924,48802,2024-08-21,Credit Card
29925,7463,2024-11-28,Cash
29926,18530,2025-02-06,PayPal
29927,2044,2025-02-24,UPI
29928,661,2025-03-04,PayPal
29929,39164,2025-06-13,Credit Card
29930,31975,2025-02-10,Credit Card
29931,9135,2024-09-10,PayPal
29932,48612,2024-12-14,Cash
29933,34985,2023-09-12,Cash
29934,26675,2025-03-15,Cash
29935,376,2024-12-26,Debit Card
29936,37852,2025-04-26,PayPal
29937,603,2025-06-16,UPI
29938,39900,2023-09-29,Debit Card
29939,28980,2024-09-22,PayPal
29940,3356,2025-02-03,Cash
29941,40247,2025-05-02,PayPal
29942,26216,2025-06-06,Credit Card
29943,27050,2024-12-31,UPI
29944,48534,2024-07-28,Cash
29945,15977,2025-02-07,PayPal
29946,11759,2024-09-28,UPI
29947,24359,2025-01-18,PayPal
29948,38794,2025-01-20,Cash
29949,12796,2024-12-30,Credit Card
29950,9381,2025-05-15,UPI
29951,24141,2023-12-24,Cash
29952,7055,2024-05-29,Cash
29953,30473,2024-04-13,Debit Card
29954,27393,2025-05-09,Cash
29955,41420,2024-07-30,UPI
29956,40643,2025-04-13,UPI
29957,15535,2025-04-05,Cash
29958,4310,2024-09-26,Debit Card
